Key,english
buffDysentery01UntreatedDesc,You feel like throwing up and have the shits. Some Goldenrod tea or mineral water is needed.\n\nDiarrhea periodically reduces\nWater 7.5%\nFood 2.5%\nAll water and food consumed beyond the regular cap is lost over time.
buffDysentery01UntreatedName,Dysentery
buffDysentery01UntreatedTooltip,You feel like throwing up and have the shits. Some Goldenrod tea or mineral water is needed.
buffDysenteryCureDisplayDesc,You drank something which will sort out your guts ache. Drink some more if you don't feel better.
buffDysenteryCureDisplayName,Dysentery Medicine
buffImmobilizedDesc,"If you attempt to pick up any vehicle other than a bicycle, you will be unable to move until you put it down."
buffImmobilizedName,Immobilization
buffImmobilizedTooltip,"This vehicle is far too heavy. Put it down!!"
buffInCombatName,"You are in combat!"
buffInCombatDesc,"What did you think Jonah, that you could heal yourself on a bed while fighting for your life?\n\nPassive healing from your bed is paused while you're in combat"
buffPerkSurvivalInstinctDesc,"You are using your instincts of survival!"
buffPoisonedDesc,"You're envenomed. Your attributes are lowered by one, and you are slowly taking damage.\n\nYou'll want some antivenom, and fast."
buffPoisonedName,Envenomed!
buffPoisonedTooltip,You've been envenomed!
buffRadiation01,Radiation
buffRadiation01Desc,"You have entered an area with increased radiation.\n\n[FFC800]A hazmat suit is required to survive here.[-]"
buffRadiation01Name,Radiation
buffRadiation01Tooltip,"You are in an irradiated biome"
buffRadSuit,Radiation protection
buffRadSuitDesc,"This hazmat suit will protect you from radiation effects."
buffRadSuitName,Radiation protection
buffRadSuitTooltip,Radiation protection
buffRadSuitRespawnDesc,"You are temporarily immune to radiation effects."
buffVehicleCrateDesc,"You are carrying a vehicle crate.\n\nThe contents of this crate will be [FFC800]HEAVY[-],\nso make sure you open it where you want the vehicle placed."
buffVehicleCrateName,Vehicle Crate
buffVehicleCrateTooltip,This crate contains a heavy vehicle. [FFC800]Open it outside![-]
buffWasteland,Wasteland
buffWastelanddDesc,"You are in a wasteland biome\nYou have:\n[FFC800]30%[-] increased loot stage.\n[FFC800]80%[-] increased scavenging time.\n[FFC800]50%[-] increased loot quantity.\n[FFC800]10%[-] increased Player XP Gain."
buffWastelanddName,Wasteland
buffWastelanddTooltip,"You are in a wasteland biome"
chickenCoopDesc,"A home for your chickens.\n\n Place a chicken in the fuel slot to produce eggs over time.\n\nWill stop producing eggs when the chicken is spent."
ClubRepairKit,Club Repair Kit
ClubRepairKitDesc,This Repair Kit is used to repair steel clubs.
foodCanBeefcooked,Cooked Beef Ration
foodCanBeefcookedDesc,"It's not from your favorite steakhouse but this can of cooked beef will fill you up, and not be as likely to give you the shits..."
foodCanCarrots,Can of Carrots
foodCanCarrotscooked,Cooked carrots
foodCanCarrotscookedDesc,"Convenient, budget-friendly, versatile...\n\n and cooked!"
foodCanCarrotsDesc,"Convenient, budget-friendly and versatile, but are they as nutritious as fresh? Who cares...\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanChickencooked,Cooked Chicken Ration
foodCanChickencookedDesc,"Cooked chicken, straight from the can. Still tastes like crap."
foodCanChickenDesc,"Tastes like chicken. Well, really old synthetic chicken with dirt on it.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanChilicooked,Cooked Chili
foodCanChilicookedDesc,"Cooked Chili. Fiery finish, but less chance of a nasty finish..."
foodCanChiliDesc,"Stash Chili goes down smooth but watch out for the fiery finish Paco.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanLambcooked,Cooked Lamb Rations
foodCanLambcookedDesc,"Cooked lamb rations. Taste like lamb, texture like shoe leather."
foodCanMisocooked,Cooked Miso soup
foodCanMisocookedDesc,"Hot miso soup. Not bad at all."
foodCanMisoDesc,"It's time to soup it up with some Miso soup mmm mmm good.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanPastacooked,Cooked pasta sauce
foodCanPastacookedDesc,"Cooked Italian sauce. If only we had some pasta to go with it..."
foodCanPastaDesc,"Now that's Italian! Che figata!\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanPearscooked,Cooked pears
foodCanPearscookedDesc,"Warm pears straight from the can. Might be weird to some, but it's less likely to make you ill..."
foodCanPearsDesc,"Maintain that perfect pear shape by eating canned pears.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanPeascooked,Cooked peas
foodCanPeascookedDesc,"One of your 5-a-day."
foodCanPeasDesc,"You and your can of peas will be like two peas in a pod and you'll get your daily vegetables.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanSalmoncooked,Cooked salmon
foodCanSalmoncookedDesc,"A healthy can of cooked salmon."
foodCanSalmonDesc,"Enjoy this healthy can of salmon.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanShamcooked,Cooked Sham
foodCanShamcookedDesc,"A can of high quality Shamway ham, but seriously - have you seen what they make this with?"
foodCanShamDesc,"A can of high quality Shamway ham the number 1 maker of meat-like products. The lunch of champions.\n\nCrafted in lots of 5.\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanSoupcooked,Cooked chicken soup
foodCanSoupcookedDesc,"Hot chicken soup. Tasty."
foodCanSoupDesc,"Chicken soup can keep the body and the soul together.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanStockcooked,Cooked stock
foodCanStockcookedDesc,"It's not much, but it's better than starving, right?"
foodCanStockDesc,"Stock up on stock or you could eat it now.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodCanTunacooked,Cooked tuna
foodCanTunacookedDesc,"A can of cooked tuna. Reminds you of a simpler time."
foodCanTunaDesc,"A can of tuna or better known as the chicken of the wasteland.\n\nCook this food in a campfire to reduce the chance of illness from eating it."
foodChickenMiso,Chicken Miso
foodChickenMisoDesc,"Chicken pieces, miso, eggs & mushrooms. All that's missing is the ramen..."
foodChickenStew,Chicken Stew
foodChickenStewDesc,"A much better use for chicken rations. Delicious and filling."
foodHoney,Honeycomb
foodScrambledEggs,Scrambled Eggs
foodScrambledEggsDesc,"An apocalyptic breakfast that can be eaten any time.\n\nJust don't question what laid the eggs..."
foodShepardsPie,Shepherd's Pie
foodShepardsPieDesc,"Shepherd's Pie sure is tasty and super filling."
foodShepardsPieSchematic,Shepherd's Pie Recipe
foodTrampStew,Tramp Stew
foodTrampStewDesc,"A meal fit for a ... well, a tramp.\n\nGood use for cat food though."
foodVagabondStew,Vagabond Stew
foodVagabondStewDesc,"No dogs anymore, so someone might as well eat it.\n\nMakes dog food just about edible."
foodT2-6,Tier 2: MegaCrush
foodT3-6,Tier 3: Chicken Stew
foodT3-7,Tier 3: Chicken Miso
medicalT1-2,Tier 1: Antivenom
medicalT1-3,Tier 1: Fort Bites
medicalT3-4,Tier 3: The T-Virus Cure
gunBotT1JunkSledgeDesc,"You may not be good at punching but you have the technology.\nYou can also deploy this on the ground using the Secondary action.\nRepair with a Robot Repair Kit.\nScrap to Robotics Parts."
gunBotT2JunkTurretDesc,"This contraption can be fired and reloaded like a gun. It uses Robotic Turret Ammo for ammunition.\nYou can also deploy it on the ground using the Secondary action.\nRepair with a Robot Repair Kit.\nScrap to Robotics Parts."
gunBotT3JunkDroneDesc,"Crafted from robotic parts and scrap, the robotic drone is the ultimate companion in the apocalypse. It can heal you and carry some items. \nRepair with a Robot Repair Kit."
gunBowT1IronCrossbowDesc,"A crossbow is slow to reload but does more damage than a bow.\nThis weapon can be fired underwater.\nHold reload to use alternate ammo.\nRepair with a Bow Repair Kit.\nScrap to Bow / Crossbow Parts."
gunBowT1WoodenBowDesc,"Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nRepair with a Bow Repair Kit.\nScrap to Bow / Crossbow Parts."
gunBowT3CompoundBowDesc,"A compound bow does more damage and arrows fly straighter which makes it easier to aim.\n\nRepair with a Bow Repair Kit.\nScrap to Bow / Crossbow Parts."
gunExplosivesT3RocketLauncherDesc,"A Rocket Launcher shoots rocket propelled grenades.\n\nRepair with a Rocket Launcher Repair Kit.\nScrap to Rocket Launcher parts."
gunHandgunT1PistolDesc,"A basic pistol that uses 9mm ammo.\n\nRepair with a Handgun Repair Kit.\nScrap to Handgun Parts."
gunHandgunT2Magnum44Desc,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\n\nRepair with a Handgun Repair Kit.\nScrap to Handgun Parts."
gunHandgunT3DesertVultureDesc,"This heavy pistol uses .44 Magnum ammo.\n\nRepair with a Handgun Repair Kit.\nScrap to Handgun Parts."
gunHandgunT3SMG5Desc,"This submachine gun uses 9mm ammo.\n\nRepair with a Handgun Repair Kit.\nScrap to Handgun Parts."
gunMGT1AK47Desc,"This badass AK-47 Machine Gun uses 7.62mm ammo.\n\nRepair with a Machine Gun Repair Kit.\nScrap to Machine Gun Parts."
gunMGT2TacticalARDesc,"This Tactical Assault Rifle uses 7.62mm ammo.\n\nRepair with a Machine Gun Repair Kit.\nScrap to Machine Gun Parts."
gunMGT3M60Desc,"Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62mm ammo.\n\nRepair with a Machine Gun Repair Kit.\nScrap to Machine Gun Parts."
gunRifleT1HuntingRifleDesc,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nRepair with a Rifle Repair Kit.\nScrap to Rifle parts."
gunRifleT2LeverActionRifleDesc,"This Lever Action rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nRepair with a Rifle Repair Kit.\nScrap to Rifle parts."
gunRifleT3SniperRifleDesc,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nRepair with a Rifle Repair Kit.\nScrap to Rifle parts."
gunShotgunT1DoubleBarrelDesc,"A rusty old double barrel shotgun, great for close range carnage.\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts."
gunShotgunT2PumpShotgunDesc,"A long-barreled shotgun with pump action loading .\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts."
gunShotgunT3AutoShotgunDesc,"This semi automatic shotgun is a rare and devasting short range weapon capable of making minced meat out of anything in its path.\n\nRepair with a Shotgun Repair Kit.\nScrap to Shotgun Parts."
GyroBundle,Gyrocopter
GyroBundleDesc,Take this bundle to where you want to place your gyrocopter [FFC800]BEFORE[-] you open it!
HandgunRepairKit,Handgun Repair Kit
HandgunRepairKitDesc,"This Repair Kit is used to repair 9mm pistols, .44 handguns, and SMGs."
infectionImmunity,T-Virus Immunity
infectionImmunityDesc,"The chatter and the rumours were true!\nThere WAS a cure, and you discovered how to make it!\n\n[FFC800]You are now immune from any and all infections.[-]"
KnucklesRepairKit,Knuckles Repair Kit
KnucklesRepairKitDesc,This Repair Kit is used to repair steel knuckles.
loadingTipBladedWeapons,"Bladed weapons such as knives and machetes are best at harvesting meat, hide and bones from animals and remains.\nThese weapons will apply a bleed debuff to living creatures, which can be bolstered by investing in the Deep Cuts perk.\nUnfortunately, undead creatures don't bleed."
loadingTipBleedingArrows,"Any time you shoot a living thing with an arrow or crossbow bolt, it has a 25% chance to make your target bleed"
loadingTipBleedingArrows_title,"Arrows can cause bleeding"
loadingTipEncumbrance,"Carrying too many items in your inventory will slow you down, and carrying motor vehicles will prevent you from moving at all.\nFind or craft pocket mods for clothing or armor to remove encumbrance penalties. Alternatively you can purchase the Pack Mule perk."
loadingTipHeadShotsOnly,"Don't you watch any zombie movies? The only way to quickly kill anything undead is with a [FFC800]headshot[-].\nAim for the head for maximum damage. Explosives and fire will work too."
loadingTipHeadShotsOnly_title,"Headshots only!"
loadingTipPermanentInfection,"You are permanently affected by [FFC800]Despair[-]. There is no cure, only treatment.\nYour environment is a factor as to how Despair will affect you; so stay warm, dry, sheltered and well lit.\nConsuming certain food & drink will help. There is medication available in loot and from traders to treat Despair."
loadingTipPermanentInfection_title,"Despair"
MacheteRepairKit,Machete Repair Kit
MacheteRepairKitDesc,This Repair Kit is used to repair machetes.
MachinegunRepairKit,Machine Gun Repair Kit
MachinegunRepairKitDesc,"This Repair Kit is used to repair AK47s, tactical assault rifles, and M60s."
materialMresourceWoodScraps,Building
noteDuke01,Anonymous Help
noteDuke01Desc,"You don't know me, but I was able to sneak you some food, water and medical supplies in a backpack. I'll do what I can to sneak you some extra supplies by plane. Be safe out there!\n\nPS: I packed your favourite weapon.\n\nA good samaritan."
PrimitiveRepairKit,Basic Repair Kit
PrimitiveRepairKitDesc,"This Repair Kit is used to repair Primitive Armour"
resourceFertilizer,Fertilizer
FertilizerDesc,Fertilizer is made in a Chemistry Station or Cement Mixer. Use a hoe to fertilize your farmland and increase crop yield.
resourceFeldspar,Feldspar
resourceFeldsparDesc,"Feldspar is a crucial ingredient for concrete mix, allowing for fast-hardening while maintaining good workability during the setting process.\n\nFound exclusively in the Wasteland biome, in small quantities from surface terrain & boulders."
medicalT3-4,Tier 3: The T-Virus Cure
meleeToolFarmT2IronHoe,Garden Hoe
meleeToolFarmT2IronHoeDesc,"Required for fertilizing terrain, and farmplots found in the world.\n\nNot required for crafted farm plots.\n\nRequires you to have fertilizer in your inventory.\nUse your secondary action[FFB400][action:local:Secondary][-] to use the fertilizer."
meleeToolFarmT2IronHoeSchematic,Garden Hoe Schematic
meleeToolAxeT2SteelAxeDesc,"The steel axe has a durable blade and is great for harvesting wood.\n\nRepair with a Steel Tools Repair Kit.\nScrap to Steel Tool parts."
meleeToolAxeT3ChainsawDesc,"Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.\n\nRepair with a Motor Tools Repair Kit.\nScrap to Motor Tool Parts."
meleeToolPickT2SteelPickaxeDesc,"The steel pickaxe is best for breaking stone and harvesting minerals.\n\nRepair with a Steel Tools Repair Kit.\nScrap to Steel Tool parts."
meleeToolPickT3AugerDesc,"Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.\n\nRepair with a Motor Tools Repair Kit.\nScrap to Motor Tool Parts."
meleeToolSalvageT2RatchetDesc,"Great for disassembling mechanical devices like cars, air conditioners and more.\n\nRepair with a Steel Tools Repair Kit.\nScrap to Steel Tool Parts."
meleeToolSalvageT3ImpactDriverDesc,"Great for disassembling mechanical devices like cars, air conditioners and more.\n\nRepair with a Motor Tools Repair Kit.\nScrap to Motor Tool Parts."
meleeToolShovelT2SteelShovelDesc,"The steel shovel is very durable and the ideal tool for digging through earth, sand or snow.\n\nRepair with a Steel Tools Repair Kit.\nScrap to Steel Tool parts."
meleeWpnBatonT2StunBatonDesc,"Goes zap.\n\nRepair with a Baton Repair Kit.\nScrap to Stun Baton parts."
meleeWpnBladeT3MacheteDesc,"Great for chopping zombies and sometimes trees and gutting animals for meat.\nRegular attacks cause 1 Bleeding Wound and power attacks at least 2.\nRepair with a Machete Repair Kit.\nScrap to Machete parts."
meleeWpnClubT3SteelClubDesc,"Steel clubs are very durable and hard-hitting.\n\nRepair with a Club Repair Kit.\nScrap to Steel Club Parts."
meleeWpnKnucklesT3SteelKnucklesDesc,"Protect your hands and put some weight into those swings. These blades can also be useful for gutting animals.\n\nRepair with a Knuckles Repair Kit.\nScrap to Steel Knuckles parts."
meleeWpnSledgeT3SteelSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Sledgehammer Repair Kit.\nScrap to Steel Sledgehammer parts."
meleeWpnSpearT3SteelSpearDesc,"Spears have more range than other weapons.\n\nRepair with a Spear Repair Kit.\nScrap to Steel Spear parts."
meleeWpnBladeT666LegendaryPaintbrush,Red's Legendary Paintbrush
meleeWpnBladeT666LegendaryPaintbrushDesc,"This ancient & mysterious brush has built up thousands of layers of paint & varnish, which have hardened to be more durable than steel. In RambunctiousRed's hands, it has been honed into a deadly weapon.\n\nGo out, and paint the apocalypse red!!\n\nStops all radiated regen. 30% damage bonus to radiated & mutated zombies.\n\nRepair with Wood."
ArmourRepairKit,Armour Repair Kit
MilitaryArmourRepairKitDesc,This Repair Kit is used to repair armour.
MinibikeBundle,Minibike
MinibikeBundleDesc,Take this bundle to where you want to place your minibike [FFC800]BEFORE[-] you open it!
modBicycleStaminaSaverSchematic,Cycling shorts Mod
modBicycleStaminaSaverSchematicDesc,Cycling shorts\n\nUnlocks the cycling shorts mod.
modBicycleStaminaSaver,Cycling shorts
modBicycleStaminaSaverDesc,Install these shorts to reduce drag on your legs and save 25% on stamina usage when cycling.
modGunBrassCatcher,Brass Catcher
modGunBrassCatcherDesc,"Will return 50% of bullet casings when installed in 9mm, 7.62mm, & .44 calibre weapons, but makes them a little slower to reload."
modGlassesPerceptionDesc,Sunglasses make you look cool and boost your perception.\n\nSlot this mod in your glasses or bandanna. 
modGlassesPerception,Shades mod
modGlassesStrengthDesc,Look intimidating and boost your strength!\n\nSlot this mod in your glasses or bandanna.
modGlassesStrength,Cigar mod
modGlassesFortitudeDesc,Look like a badass action hero in these cool tough guy sunglasses and boost your fortitude!\n\nSlot this mod in your glasses or bandanna.
modGlassesFortitude,Tough Guy Sunglasses mod
modGlassesAgilityDesc,Ski Goggles pimp your look and boost your agility.\n\nSlot this mod in your glasses or bandanna.
modGlassesAgility,Ski Goggles mod
modGlassesIntellectDesc,Wearing these nerdy looking glasses might not help your sex appeal but you boost your intellect.\n\nSlot this mod in your glasses or bandanna.
modGlassesIntellect,Nerdy Glasses mod
modGunMeleeBlessedMetal,"Blessed Metal mod"
modGunMeleeBlessedMetalDesc,"Increase damage to all entities by 30%\n\nWill disable the regeneration ability of radiated & mutated zombies for 90 seconds."
modHazmatBootsDesc,Slot this hazmat mod into your boots armour.\n\nAll [FFC800]four[-] seperate pieces are needed for full radiation protection.
modHazmatBoots,Radiation protection (boots)
modHazmatGlovesDesc,Slot this hazmat mod into your gloves armour.\n\nAll [FFC800]four[-] seperate pieces are needed for full radiation protection.
modHazmatGloves,Radiation protection (gloves)
modHazmatJacketDesc,Slot this hazmat mod into your outfit armour.\n\nAll [FFC800]four[-] seperate pieces are needed for full radiation protection.
modHazmatOutfit,Radiation protection (outfit)
modHazmatMaskDesc,Slot this hazmat mod into your head armour.\n\nAll [FFC800]four[-] seperate pieces are needed for full radiation protection.
modHazmatHelmet,Radiation protection (helmet)
modHazmatPantsDesc,Slot this hazmat mod into your leg armour.\n\nAll [FFC800]five[-] seperate pieces are needed for full radiation protection.
modHazmatPants,Radiation protection (legs)
modMeleeSerratedBlade,Serrated Blade Mod
modMeleeSerratedBladeDesc,"100% chance to cause a Bleeding Wound to [FFC800]living[-] creatures with a regular attack.\n\nThis mod can be used in spears and steel knuckles ONLY."
modGunSoundSuppressorSilencer,Suppressor Mod
modGunSoundSuppressorSilencerSchematic,Suppressor Mod Schematic
perkUrbanCombatCompleteDesc,Suppressors have no damage penalty.
perkUrbanCombatCompleteLongDesc,The Silencer: Firearms with suppressors have no damage penalty.
MotorcycleBundle,Motorcycle
MotorcycleBundleDesc,Take this bundle to where you want to place your motorcycle [FFC800]BEFORE[-] you open it!
MotorToolRepairKit,Motor Tool Repair Kit
MotorToolRepairKitDesc,"This Repair Kit is used to repair chainsaws, augers, & impact drivers."
perkCharismaticNatureRank1LongDesc,"People find your survival stories inspiring.\nAllies and Party Members regenerate lost health 50% faster.\n\nDespair affects Allies & Party Members 2.5 - 5% less."
perkCharismaticNatureRank2LongDesc,"You're a team leader that empowers others.\nAllies and Party Members gain 20% more Block and Melee Damage.\n\nDespair affects Allies & Party Members an additional 2.5 - 5% less."
perkCharismaticNatureRank3LongDesc,"You're a strong motivational force.\nAllies and Party Members take 10% less damage from all sources, take half damage from bleeding and stop bleeding twice as fast.\n\nDespair affects Allies & Party Members an additional 5 - 10% less."
perkCharismaticNatureRank4LongDesc,"Your leadership abilities are top shelf.\nAllies and Party Members find 10% better loot.\n\nDespair affects Allies & Party Members an additional 5 - 10% less."
perkCharismaticNatureRank5LongDesc,"You're a true hero.\nAllies and Party Members find 20% better loot and gain +1 to all attributes.\n\nDespair affects Allies & Party Members an additional 10 - 20% less."
perkLivingOffTheLandRank1LongDesc,Farm plots cost 30% less to craft.
perkLivingOffTheLandRank2LongDesc,Farm plots cost 50% less to craft.\nSeeds cost one crop fewer to craft.
perkLivingOffTheLandRank3LongDesc,Seeds cost 2 crops fewer to craft.
perkPackMuleRank3LongDesc,You know exactly where everything is. Carry three additional items without being encumbered 
perkPackMuleRank4LongDesc,"You just passed inspection, private. Carry three more items without being encumbered."
perkPackMuleRank5LongDesc,"Now you are just showing off, you are either part mule or a strongman. Carry three more items without being encumbered."
perkSurvivalInstinctDesc,"You are a survivalist."
perkSurvivalInstinctName,Survival Instinct
perkSurvivalInstinctRank1Desc,Fit & Healthy
perkSurvivalInstinctRank1LongDesc,"Your survival instinct gains you 5 health and stamina,and your block damage is increased by 10%, entity damage by 5%, and you gain 3% extra XP. Your carry capacity increases by 1."
perkSurvivalInstinctRank2Desc,Brute Force
perkSurvivalInstinctRank2LongDesc,"Your survival instinct increases. Gain another 5 health and stamina, block damage increase of 10%, entity damage of 5%, and you gain another 3% extra XP. You gain another carry capacity."
perkSurvivalInstinctRank3Desc,Iron Skin
perkSurvivalInstinctRank3LongDesc,"Your survival instinct increases even further! Gain another 5 health and stamina, block damage increase of 10%, entity damage of 5%, and you gain another 3% extra XP. You gain another carry capacity."
perkSurvivalInstinctRank4Desc,Quick Learner
perkSurvivalInstinctRank4LongDesc,"Your survival instinct is incredible!! Gain another 5 health and stamina, block damage increase of 10%, entity damage of 5%, and you gain another 3% extra XP. You gain another carry capacity."
perkSurvivalInstinctRank5Desc,Survival Master
perkSurvivalInstinctRank5LongDesc,"Your survival instinct is second to none!! Gain another 5 health and stamina, block damage increase of 10%, entity damage of 5%, and you gain another 3% extra XP. You gain another carry capacity."
perkUrbanCombatCigarDesc,"Craft Brass Catcher mod"
perkUrbanCombatCigarLongDesc,"Unlocks crafting for the brass catcher mod.\n\nReturns approximately 50% of spent bullet casings for 9mm, 7.62mm, & .44 calibre firearms."
perkWasteTreasuresAcidDesc,Adds a chance to harvest acid from cars and medical equipment. Unlocks acid crafting.
perkWasteTreasuresAcidLongDesc,"Acid: Acid is an extremely rare and powerful crafting agent. I figured out this tip to sometimes harvest a little from cars and medical equipment. Adds a chance to harvest acid from cars, medical equipment and acid barrels. You can extract acid from car batteries in your Workbench, and you can craft it in the Chemistry Station."
perkWellInsulatedRank3LongDesc,You can now handle severe weather and typically couldn't care less what the weather conditions are. You will never have the more severe stages of temperature status effects.\n\n[FFC800]Immune to slow effects from frozen zombie attacks.[-]
toolAmmoPress,Ammunition Press
toolAmmoPressDesc,This tool is required to assemble and dismantle firearm rounds at a workbench.
playerTableSaw,Tablesaw
playerWoodBurningStove,Wood Burning Stove
potofbeefDesc,"Two cans of beef rations cooked in a pot. Tender and filling."
potofchickenDesc,"Two chicken rations cooked in a pot. Tastes a little less like crap."
potofchiliDesc,"Double portion of cooked chili. Still burns on the way out."
potoflambDesc,"Two cans of lamb rations cooked in a pot. Leathery and filling."
potofmisoDesc,"Miso times two. Twice as filling, still as tasty."
potofpastaDesc,"Double the pasta sauce. A little more Italian-tasting"
potofpearsDesc,"Eat them hot or wait for it to cool. Your choice."
potofpeasDesc,"A large pot of green mush. Good for you though!"
potofsalmonDesc,"Cooked salmon x2. Twice as filling, half as tasty."
potofshamDesc,"Double portions of rancid meat marinated in battery acid."
potofsoupDesc,"Warm, soothing, and twice as filling."
potofstockDesc,"Twice as much stock in this pot doesn't make it any better really."
potoftunaDesc,"Two cans of chunky tuna have got to be better than one, right?"
resourceBranch,Branch
resourceBranchDesc,"A small stout branch. Used for stone tools and arrows.\n\nCan also be used as fuel."
resourceConcreteMixDesc,"Can be used as a resource to upgrade bricks into solid concrete walls or to craft concrete blocks in a cement mixer.\n\nRequires a bucket of water.\nCrafted in batches of 250."
resourceConcreteMixDesc,Can be used as a resource to upgrade bricks into solid concrete walls or to craft concrete blocks in a cement mixer.\n\nCrafted in batches of 250
resourceBricks,Brick
resourceBrickDesc,"Bricks can be used to build sturdy brick structures, which are stronger than cobblestone."
materialMbrick_shapesPlayer,Bricks
resourceLiquidLead,Liquid Lead
resourceLiquidLeadDesc,Liquid Lead is an ingredient that has radiation removing properties.\n\nUsed for crafting anti-rad thrown explosives.
resourcePaperDesc,"Paper can be used with other ingredients to make shotgun ammo and dynamite. Crafted in lots of 50."
resourceWaterFilter,Water Filter
resourceWaterFilterDesc,"A tool used to convert murky water to drinkable water, used in the dew collector."
resourceWoodDesc,"A piece of wood. Great for building tools and constructing wood frames for building.\n\nPlace logs like a block and chop with an axe, or use a tablesaw for a higher yield."
resourceWoodScraps,Wood scraps
resourceWoodScrapsDesc,"Small fragments of wood.\n\nCan be used for fuel and basic building blocks, but not much else."
resourceCropLavender,Lavender Flower
resourceCropLavenderDesc,"Lavender has medicinal properties. Use it to make lavender oil in a campfire.\n\nLavender oil can help treat your despair"
drugLavenderOil,Lavender Oil
drugLavenderOilDesc,"A few drops of lavender on a cloth fragment can provide a moment of relaxation when you’re on the go.\n\nApply it like a bandage - treats 3% Despair."
plantedLavender1,Lavender (Seed)
plantedLavender2,Lavender (Growing)
plantedLavender3HarvestPlayer,Lavender Flower
plantedLavender3HarvestDesc,Lavender Flower
plantedCropsGroupDesc,"Plant these seeds on a craftable Farm Plot block, or on tilled ground to grow plants for you to harvest.\n\nWhen harvested, you'll need to craft a seed for replanting.\n\nFertilize the ground twice, or use a Farm Plot for maximum yield."
plantedMushroom1Desc,"Mushroom spores can be planted on all surfaces and walls and will grow without sunlight.\n\nWhen harvested, you'll need to craft a seed for replanting.\n\nPlant in twice-fertilized ground or a Farm Plot for maximum yield."
RifleRepairKit,Rifle Repair Kit
RifleRepairKitDesc,"This Repair Kit is used to repair hunting, lever-action, and sniper rifles."
RobotRepairKit,Robot Repair Kit
RobotRepairKitDesc,This Repair Kit is used to repair robotic weapons and drones.
RocketLauncherRepairKit,Rocket Launcher Repair Kit
RocketLauncherRepairKitDesc,This Repair Kit is used to repair rocket launchers.
RuinRipperBundle,The Ruin Runner
RuinRipperBundleDesc,Take this bundle to where you want to place your dirt bike [FFC800]BEFORE[-] you open it!
ShotgunRepairKit,Shotgun Repair Kit
ShotgunRepairKitDesc,"This Repair Kit is used to repair double barrel, pump action, and auto shotguns."
SledgehammerRepairKit,Sledgehammer Repair Kit
SledgehammerRepairKitDesc,This Repair Kit is used to repair steel sledgehammers.
SpearRepairKit,Spear Repair Kit
SpearRepairKitDesc,This Repair Kit is used to repair steel spears.
SteelArmourRepairKit,Steel Armour Repair Kit
SteelArmourRepairKitDesc,This Repair Kit is used to repair steel armour.
SteelToolRepairKit,Steel Tool Repair Kit
SteelToolRepairKitDesc,"This Repair Kit is used to repair steel axes, picks, and shovels."
StunBatonRepairKit,Stun Baton Repair Kit
StunBatonRepairKitDesc,This Repair Kit is used to repair stun batons.
startermeleeWpnSpearT0StoneSpear,Stone spear
startermeleeWpnSpearT0StoneSpearDesc,Read this to receive a Q4 stone spear.
startermeleeWpnClubT0WoodenClub,Wooden club
startermeleeWpnClubT0WoodenClubDesc,Read this to receive a Q4 wooden club.
startermeleeWpnSledgeT0StoneSledgehammer,Stone sledgehammer
startermeleeWpnSledgeT0StoneSledgehammerDesc,Read this to receive a Q4 stone sledgehammer.
startermeleeWpnKnucklesT0LeatherKnuckles,Knuckle wraps
startermeleeWpnKnucklesT0LeatherKnucklesDesc,Read this to receive Q4 knuckle wraps.
startermeleeWpnBladeT0BoneKnife,Bone knife
startermeleeWpnBladeT0BoneKnifeDesc,Read this to receive a Q4 bone knife.
startergunBowT0PrimitiveBow,Primitive bow
startergunBowT0PrimitiveBowDesc,Read this to receive a Q4 primitive bow\nand 10 stone arrows.
startermeleeWpnBatonT0PipeBaton,Pipe baton
startermeleeWpnBatonT0PipeBatonDesc,Read this to receive a Q4 pipe baton.
tableSawDesc,"A workstation for turning logs into wood planks more quickly and effeciently."
